Ref,Lenght (mm),Diameter (mm),Land ,Cost,Downstream Properties,Expected Burst/year,Expected Leakage l/h,Expected Int to Supply Prop min,Expected Leakage l/d,Avg supply int min,burst_points,leakage_points,supply_points,total_points
120,40.29441023113662,100,Rural,12088.323069340984,2,0.11702368076540275,4.6542571750025825,56.171366767393316,111.70217220006198,0.0028085683383696656,0.410386741077558,0.5355491579517279,0.0037104270641384472,
818,108.43075904493149,250,Urban,108430.75904493149,119,1.030469509153599,36.58884009672008,36787.76147678348,878.1321623212818,1.8393880738391741,3.613721777296558,4.210150356424595,2.430033550327683,
945,68.90161642144139,100,Rural,20670.48492643242,29,0.19428211640037385,6.720418776643294,1352.2035301466021,161.29005063943907,0.0676101765073301,0.6813219690041751,0.7732951750592296,0.08932046455725456,
69,40.922044835022966,50,Urban,20461.02241751148,20,0.18901289391589104,6.345437423759418,680.4464180972078,152.29049817022604,0.03402232090486039,0.6628434949955297,0.7301473771972757,0.04494722045591251,
247,19.277055872959707,50,Urban,9638.527936479853,5,0.0884756172400028,2.451437676686952,79.62805551600252,58.83450424048685,0.003981402775800126,0.3102724165439576,0.2820783927824334,0.00525987009493245,
855,56.39143413562751,50,Urban,28195.717067813755,18,0.2538490704746745,5.1943048629345725,822.4709883379453,124.66331671042974,0.04112354941689726,0.8902154852444876,0.5976905639056423,0.05432872280347091,
527,34.67934038096556,600,Urban,69358.68076193113,63,0.6187961749363053,22.7569522402003,116952.47706296171,546.1668537648072,5.847623853148086,2.1700372434230095,2.618563210310826,7.7253529882833885,
201,58.222118284875734,100,Rural,17466.63548546272,46,0.13711682055247976,4.552650572248715,1513.7696988993764,109.26361373396915,0.07568848494496883,0.4808507540132391,0.5238576401646517,0.09999279673802398,
383,24.51096165709635,50,Urban,12255.480828548174,3,0.09614630850969116,3.527341607903962,51.91900659523322,84.6561985896951,0.002595950329761661,0.3371725274564674,0.40587890975749796,0.0034295353362482476,
525,18.92122459531895,100,Urban,11352.73475719137,18,0.08893394685691146,2.947682415616438,384.1946504218575,70.74437797479452,0.019209732521092874,0.31187971855832114,0.3391795460016931,0.025378165262127245,
195,12.51563664006509,300,Urban,15018.763968078107,21,0.11497948304244766,3.501153699988806,724.3707431674202,84.02768879973135,0.03621853715837101,0.4032180070559076,0.40286555843093075,0.04784866319967601,
365,19.201376749163828,50,Urban,9600.688374581914,1,0.0669548730093667,2.526357792383811,12.051877141686006,60.63258701721146,0.0006025938570843004,0.23480198156354054,0.2906991894781116,0.000796092630349547,
776,156.99188918126833,50,Urban,78495.94459063417,31,0.5460066518062036,10.962148682426523,3046.717117078616,263.09156837823656,0.1523358558539308,1.9147739070916554,1.2613762573641862,0.20125238708887064,
378,678.8398351045004,100,Urban,407303.9010627002,473,2.5675207614163305,66.54078442293847,291464.9568359818,1596.9788261505232,14.573247841799091,9.003959463887675,7.6566162391171195,19.252860066063825,
957,155.335863617535,300,Urban,186403.03634104203,210,1.1521124217094287,34.9924166493698,72583.08256769401,839.8179995848752,3.629154128384701,4.040307560041208,4.02645547218942,4.794510966290045,
923,27.068955362201734,200,Urban,23008.612057871473,6,0.13750601165959367,3.9586682147984993,247.51082098726863,95.00803715516398,0.012375541049363432,0.48221559631746497,0.45551015969469494,0.016349448156767823,
675,77.01576988718621,50,Urban,38507.884943593104,26,0.22691873506798302,8.871121330718506,1061.9796801181606,212.90691193724413,0.053098984005908026,0.795774321615108,1.0207690250273442,0.0701495864074801,
644,173.09261078527803,50,Urban,86546.30539263901,55,0.49923752592111365,11.88586524856122,4942.451506619025,285.2607659654693,0.24712257533095125,1.7507607002817862,1.3676651044516326,0.3264760480066577,
939,134.83397194373669,200,Rural,57304.43807608809,101,0.3243291459106041,10.098001298075458,9827.173121091304,242.35203115381097,0.4913586560545652,1.137379890601346,1.1619418284888319,0.6491387197941092,
