Ref,Lenght (mm),Diameter (mm),Land ,Cost,Downstream Properties,Expected Burst/year,Expected Leakage l/h,Expected Int to Supply Prop min,Expected Leakage l/d,Avg supply int min,burst_points,leakage_points,supply_points,total_points
470,33.634247663186244,100,Urban,20180.548597911747,33,0.10539529941769955,3.1991742033699038,834.7307713881805,76.7801808808777,0.041736538569409024,0.527975624980619,0.5192756272209188,0.08611155910839899,
106,62.17201024833825,250,Rural,31086.005124169125,46,0.15773763142462527,4.491033089606947,2176.7793136598284,107.78479415056671,0.10883896568299142,0.7901834806153903,0.7289643752500279,0.224558464787911,
917,70.38427984338021,100,Urban,42230.567906028125,63,0.20635875107303187,7.594117995312295,3120.144316224242,182.25883188749506,0.1560072158112121,1.0337499980545342,1.2326432180690783,0.3218768265442711,
180,35.11564533266979,200,Rural,14924.149266384662,21,0.07240385959359806,1.9958192764945524,456.1443154396678,47.899662635869255,0.022807215771983393,0.362705673129092,0.32395244545596186,0.04705624798714511,
244,80.27717780937404,50,Rural,20069.29445234351,28,0.09702960992648509,3.375300323219244,489.0292340294848,81.00720775726185,0.02445146170147424,0.48606787233965054,0.5478636301056676,0.05044868505546188,
953,6.545738746348002,100,Urban,3927.443247808801,3,0.01889566637122376,0.7445784541420428,13.604879787281106,17.869882899409028,0.0006802439893640553,0.09465745926897318,0.12085663962359917,0.0014034913413061558,
240,33.02469133552562,300,Rural,19814.81480131537,25,0.09264078136216876,3.144024769637288,694.8058602162656,75.45659447129492,0.03474029301081328,0.4640821242372208,0.5103240181581125,0.07167678244492491,
976,3.875877493316237,250,Urban,3875.877493316237,5,0.0179425365928009,0.44644078276212773,26.91380488920135,10.714578786291066,0.0013456902444600675,0.08988277488332459,0.07246426819821322,0.0027764517374795753,
401,35.504348559968406,150,Urban,24853.043991977884,5,0.11484302214744332,2.7463118233556734,172.26453322116498,65.91148376053616,0.00861322666105825,0.5753038012886639,0.44576903411981866,0.017770960462001193,
55,22.185927156488443,150,Urban,15530.14900954191,23,0.06815087407337797,2.109329326729087,470.24103110630796,50.62390384149809,0.023512051555315397,0.3414004280140084,0.34237688838543023,0.04851047754950261,
905,44.38532585267736,100,Urban,26631.195511606416,10,0.11516612882347599,4.195709794888892,276.3987091763424,100.69703507733342,0.013819935458817118,0.5769223976601934,0.6810288208384778,0.02851353346318102,
469,62.662476451143256,50,Rural,15665.619112785815,3,0.06772958638093007,2.633055008573078,36.57397664570224,63.19332020575387,0.0018286988322851118,0.33928999582257546,0.4273856952346384,0.003773003535640579,
393,3.8342745103341396,200,Urban,3259.1333337840188,3,0.013995204770974911,0.3201555659605849,12.59568429387742,7.683733583054038,0.0006297842146938711,0.0701086958005864,0.051966217453032044,0.001299381848328392,
317,210.7061963518471,150,Urban,147494.33744629298,230,0.6295967656154265,22.022340812868492,43442.176827464435,528.5361795088438,2.172108841373222,3.153952288651666,3.5745677201413963,4.481533095341086,
626,72.4271204586305,300,Rural,43456.2722751783,54,0.1807693345921078,4.154852810002506,2928.4632203921465,99.71646744006014,0.1464231610196073,0.9055603327274265,0.6743970980548653,0.30210283643934377,
713,49.611216717640225,100,Urban,29766.730030584135,9,0.12039286958588086,4.49203840583758,260.04859830550265,107.80892174010194,0.013002429915275133,0.6031056500053066,0.7291275536776572,0.026826841673513607,
843,102.4599409383505,250,Rural,51229.97046917525,134,0.20256762958315935,7.518130168591288,8143.218709243006,180.4351240461909,0.40716093546215026,1.01475845147654,1.220309214393961,0.8400615902148216,
472,134.56421329316117,250,Urban,134564.21329316118,80,0.5219324448103428,15.603822817925378,12526.378675448228,374.4917476302091,0.6263189337724114,2.614610046832181,2.532742628484309,1.2922322198943226,
148,24.9823540966699,250,Rural,12491.17704833495,7,0.0481828145099968,1.5059417129606196,101.18391047099328,36.14260111105487,0.005059195523549664,0.24137083669566994,0.2444377135612181,0.01043822102406954,
359,93.41757810406841,100,Urban,56050.54686244105,60,0.21557684737382857,7.715556332556147,3104.3066021831314,185.17335198134754,0.15521533010915656,1.0799278654018833,1.2523545450341877,0.3202429940613437,
232,12.649974517429895,600,Urban,25299.94903485979,21,0.09247524595721633,2.7409069430080035,5825.940495304629,65.78176663219209,0.29129702476523145,0.46325287796751946,0.44489173815086713,0.601009135543345,
487,61.30446544395489,50,Urban,30652.232721977445,36,0.11191300668049733,4.458713306446666,725.1962832896228,107.00911935471999,0.03625981416448114,0.5606259479507009,0.7237183728114862,0.07481188516607962,
177,22.249780238315516,200,Rural,9456.156601284094,19,0.03429682545172196,1.240971595594385,195.49190507481518,29.78331829426524,0.00977459525374076,0.1718092548032854,0.2014289509420345,0.020167116531558883,
764,52.41648276704752,100,Urban,31449.889660228513,46,0.11184665726180218,3.0829954659486587,1234.787096170296,73.9918911827678,0.06173935480851481,0.5602935718770409,0.5004180149406612,0.12738172074491513,
829,90.19779473794252,250,Urban,90197.79473794252,36,0.3207189910785118,11.769629228667837,3463.765103647928,282.47110148802807,0.1731882551823964,1.606635311948211,1.9103934988711484,0.35732504860741704,
986,20.59737676928945,200,Rural,8753.885126948016,27,0.030705467692695446,1.0518019741907791,248.71428831083313,25.2432473805787,0.012435714415541657,0.15381842060264184,0.1707237853083445,0.025657584305133905,
47,20.548401066127997,200,Rural,8733.0704531044,19,0.030490860012058866,0.7803945728847534,173.79790206873554,18.729469749234084,0.008689895103436776,0.1527433477584471,0.12667015159339096,0.017929144138317518,
332,58.48166617938208,600,Urban,116963.33235876416,56,0.40642450069273656,14.877070668191859,68279.31611637975,357.0496960366046,3.4139658058189872,2.0359753323557404,2.4147794747462283,7.043754186584846,
41,30.89066446400898,50,Urban,15445.33223200449,17,0.05305456271003207,1.3119734077095058,162.34696189269812,31.48736178502814,0.008117348094634906,0.26577576096527994,0.21295364705925876,0.01674785509804919,
44,47.42207868381058,300,Urban,56906.4944205727,7,0.19284804854130352,5.719861824857059,404.9809019367374,137.27668379656942,0.02024904509683687,0.9660684064415542,0.9284223514902515,0.04177818533861216,
509,65.71485426988265,250,Rural,32857.427134941325,29,0.1106350524855391,2.9825678377688107,962.5249566241902,71.58162810645146,0.04812624783120951,0.5542240622071478,0.4841170521614331,0.09929491943589651,
545,18.760451893683058,300,Urban,22512.54227241967,15,0.07492870138500946,2.6203951239724708,337.17915623254254,62.8894829753393,0.016858957811627127,0.3753538171180805,0.4253307994713505,0.034783697734962656,
171,76.68628723861353,100,Urban,46011.772343168115,8,0.15289421154128735,3.8069251389372014,293.5568861592717,91.36620333449284,0.014677844307963584,0.7659204664764556,0.6179230368956956,0.030283586062297183,
674,33.90918932911426,100,Urban,20345.513597468558,31,0.06676371669587002,1.8220376050197755,496.7220522172729,43.72890252047461,0.024836102610863647,0.3344514911317887,0.2957449829303176,0.051242282932518965,
922,62.39976692275934,100,Urban,37439.8601536556,19,0.11783972730887436,3.0065447198897766,537.3491565284671,72.15707327735464,0.026867457826423358,0.5903157353049877,0.48800887227208894,0.055433410675993014,
636,3.915233197607165,300,Urban,4698.279837128598,1,0.014481726121137333,0.5738530829061694,4.3445178363412,13.772473989748066,0.00021722589181706,0.07254591468356897,0.09314526206321258,0.00044818427364242037,
788,28.839577878063164,50,Urban,14419.788939031581,1,0.041835264936713745,1.3139404460708755,7.530347688608474,31.53457070570101,0.00037651738443042373,0.2095729152365012,0.21327292791548472,0.0007768372777440731,
185,45.675716343134916,200,Urban,38824.35889166468,8,0.1117960394185282,3.321030157620585,268.3104946044677,79.70472378289404,0.013415524730223385,0.5600400028129042,0.5390547399080217,0.027679146148060097,
613,92.37301420887287,100,Urban,55423.80852532372,14,0.159435415503233,4.014510591362344,535.7029960908629,96.34825419269625,0.02678514980454315,0.7986884956866273,0.651617377734171,0.055263591320239634,
850,183.07608152282288,250,Rural,91538.04076141144,258,0.26080732984580585,9.17481383448429,20186.48733006537,220.19553202762296,1.0093243665032685,1.3065090543472677,1.4892146865645775,2.0824557527968532,
179,28.287255106008686,150,Rural,9900.53928710304,1,0.02700371945421403,1.01838169217411,8.101115836264208,24.441160612178642,0.0004050557918132104,0.13527458752345128,0.1652991548246949,0.0008357182208801585,
729,32.67783591338903,250,Rural,16338.917956694517,2,0.04447142980820644,0.9797250434563568,26.682857884923862,23.513401042952562,0.0013341428942461931,0.22277872994804962,0.15902458075241543,0.0027526270417915564,
448,7.058623724590719,250,Rural,3529.3118622953593,6,0.00956306430472379,0.22475237871966205,17.213515748502818,5.3940570892718895,0.0008606757874251409,0.04790597759968484,0.036480799421959954,0.0017757613947494474,
300,17.853008770387493,100,Rural,5355.902631116248,16,0.014483575440947492,0.5162259542514335,55.61692969323837,12.389422902034404,0.0027808464846619182,0.07255517881382859,0.08379148465852883,0.00573749128805003,
532,10.29085460225728,300,Urban,12349.025522708736,12,0.033355210917354064,1.2282406731362914,120.07875930247464,29.477776155270995,0.006003937965123732,0.1670922558002897,0.19936252463190618,0.012387430215543954,
514,34.722020019688244,250,Urban,34722.02001968824,54,0.08955224306388948,3.4197171914836866,1450.7463376350095,82.07321259560848,0.07253731688175047,0.44861015397554954,0.5550731772140782,0.1496602656648143,
983,13.320452170105579,150,Urban,9324.316519073906,6,0.02382842453737557,0.902776669108787,42.89116416727602,21.666640058610888,0.002144558208363801,0.1193680117323299,0.14653466528895784,0.004424690145633622,
515,14.514407537846987,300,Urban,17417.289045416383,18,0.044356074491615466,1.4065031460468778,239.52280225472353,33.75607550512507,0.011976140112736176,0.222200859818087,0.2282972907765848,0.02470938253524056,
536,6.3146990981238185,50,Urban,3157.3495490619093,3,0.0079714761429456,0.284410651825147,4.3045971171906245,6.8258556438035285,0.00021522985585953122,0.03993294883019234,0.04616426309615914,0.00044406601721218514,
621,83.27316186272486,100,Urban,49963.897117634915,35,0.12568800363660673,3.503554723932975,1055.7792305474966,84.0853133743914,0.05278896152737483,0.6296315171477139,0.5686813099632735,0.10891511219302114,
257,18.81697309890226,50,Rural,4704.243274725565,7,0.011767795331440373,0.4692358473891638,14.82742211761487,11.261660337339931,0.0007413711058807435,0.05895053317451691,0.07616426098675125,0.0015296098812588408,
429,28.874990010553606,300,Urban,34649.988012664326,9,0.0851918685965186,2.8329866153772625,230.01804521060023,67.9916787690543,0.011500902260530011,0.42676694609740906,0.459837698134377,0.023728863455232455,
766,17.51550089291206,50,Urban,8757.75044645603,2,0.0214839668060816,0.7718314285743411,7.734228050189376,18.523954285784185,0.0003867114025094688,0.10762349805136487,0.1252802203642354,0.0007978697548122406,
265,9.637326209167322,200,Urban,8191.7272777922235,4,0.020078447378331844,0.5961854066927392,24.09413685399821,14.308449760625741,0.0012047068426999106,0.10058257684910527,0.09677014483119571,0.0024855723078454368,
279,249.0740524941612,150,Rural,87175.91837295642,147,0.2135892790733419,5.161374281723818,9419.287207134379,123.87298276137163,0.47096436035671896,1.069971182120571,0.8377711550189566,0.9717019365983608,
524,82.2537221668285,150,Urban,57577.60551677995,42,0.1401614628490283,3.8538765968733535,1766.0344318977568,92.49303832496048,0.08830172159488785,0.7021360189189427,0.6255439872468986,0.1821856622308591,
847,26.965805992325276,200,Rural,11460.467546738242,12,0.026654966231088473,0.5562824276318091,95.9578784319185,13.35077826316342,0.004797893921595925,0.1335275152919472,0.09029327200006909,0.009899098971474334,
