Avg supply int min,Cost,Diameter (mm),Downstream Properties,Expected Burst/year,Expected Int to Supply Prop min,Expected Leakage l/d,Expected Leakage l/h,Land ,Lenght (mm),Ref,burst_points,leakage_points,supply_points,total_points
5.847623853148086,69358.68076193113,600.0,63.0,0.6187961749363053,116952.47706296171,546.1668537648072,22.7569522402003,Urban,34.67934038096556,527.0,1.4810299195892178,1.6991661417055863,6.800833007328122,9.80530905809975e-05
2.479703418036223,38047.42916692774,50.0,85.0,3.241442376517939,49594.068360724465,2685.859160540652,111.91079835586049,Rural,152.18971666771094,906.0,7.8747115421912115,8.500344745368459,3.094356819205204,8.132893304378461e-05
1.7805401163308396,47285.375861874876,300.0,37.0,3.2081803897852965,35610.802326616795,2981.350241541425,124.22292673089271,Urban,39.40447988489573,261.0,8.460115024296298,10.312093568876291,2.2928378684534554,4.848936540445518e-05
14.573247841799091,407303.9010627002,100.0,473.0,2.5675207614163305,291464.9568359818,1596.9788261505232,66.54078442293847,Urban,678.8398351045004,378.0,7.3964119164275965,6.158842778919542,19.206646103296404,4.7155566281550885e-05
4.6577637132304375,143045.46916740978,600.0,327.0,0.09495950485688966,93155.27426460874,62.05745426139894,2.5857272608916224,Rural,143.04546916740978,645.0,0.2954049392124489,0.25503545536627786,7.5979599430540805,5.311569801740447e-05
3.4139658058189872,116963.33235876416,600.0,56.0,0.40642450069273656,68279.31611637975,357.0496960366046,14.877070668191859,Urban,58.48166617938208,332.0,1.2680723061027834,1.4711071028360698,6.0269439649589085,5.152849053985853e-05
4.645751297777137,163866.63971220257,600.0,142.0,0.2181103895670017,92915.02595554273,188.596312605334,7.858179691888917,Urban,81.93331985610128,878.0,0.6892596799354402,0.7886516549093657,8.727514783731825,5.325986301458233e-05
0.714524937086791,32345.40981496813,50.0,34.0,2.335048814009121,14290.49874173582,1996.0797377129502,83.16998907137292,Rural,129.38163925987251,183.0,7.430298566951528,8.413342244529789,1.4706595610989923,4.546733429911379e-05
2.371066853774335,117595.48370533712,300.0,111.0,1.424064176441042,47421.3370754867,1287.7953504362267,53.65813960150945,Urban,97.99623642111426,853.0,4.89520630696904,5.926595838506372,4.953053102231929,4.211941603678384e-05
3.629154128384701,186403.03634104203,300.0,210.0,1.1521124217094287,72583.08256769401,839.8179995848752,34.9924166493698,Urban,155.335863617535,957.0,4.164222145971534,4.108438380750601,7.976207188894924,4.2790114074653256e-05
2.740871543624719,151192.83437412148,100.0,147.0,1.5537820542090242,54817.43087249438,1246.730061141457,51.94708588089405,Urban,251.98805729020245,631.0,5.860051859300421,6.360388434805748,6.5460537457988215,4.329605812932137e-05
1.8393880738391741,108430.75904493149,250.0,119.0,1.030469509153599,36787.76147678348,878.1321623212818,36.58884009672008,Urban,108.43075904493149,818.0,4.128312355398802,4.784223811652435,4.700744062225585,4.3352496133294544e-05
2.172108841373222,147494.33744629298,150.0,230.0,0.6295967656154265,43442.176827464435,528.5361795088438,22.022340812868492,Urban,210.7061963518471,317.0,2.630931370537264,3.0242480789759894,5.824857609537644,3.949207617315238e-05
0.29129702476523145,25299.94903485979,600.0,21.0,0.09247524595721633,5825.940495304629,65.78176663219209,2.7409069430080035,Urban,12.649974517429895,232.0,0.39687296005982,0.38813702197584055,0.8294753671724284,3.278565367975751e-05
1.0093243665032685,91538.04076141144,250.0,258.0,0.26080732984580585,20186.48733006537,220.19553202762296,9.17481383448429,Rural,183.07608152282288,850.0,1.1237580991336638,1.304298445403312,2.89811484581061,3.166022368082333e-05
0.05022896919366667,4806.125388329648,300.0,9.0,0.372066438471605,1004.5793838733334,274.0914129448756,11.420475539369816,Rural,8.010208980549413,376.0,1.621367964022443,1.6449991025787105,0.14852906182682943,3.09041171059522e-05
0.4913586560545652,57304.43807608809,200.0,101.0,0.3243291459106041,9827.173121091304,242.35203115381097,10.098001298075458,Rural,134.83397194373669,939.0,1.4366344936395732,1.478837493630549,1.4551283984924681,2.5392944200244446e-05
0.40716093546215026,51229.97046917525,250.0,134.0,0.20256762958315935,8143.218709243006,180.4351240461909,7.518130168591288,Rural,102.4599409383505,843.0,0.9103634919296302,1.1175458337681472,1.2235867933720435,2.3884198686162975e-05
0.3744688537570214,47139.305644700224,600.0,37.0,0.06747186554180566,7489.377075140428,61.960523445932495,2.581688476913854,Urban,23.56965282235011,304.0,0.30601257253476954,0.38809683653820376,1.1392817138918232,2.416840253182453e-05
3.43528782382453,433757.4887624761,600.0,216.0,0.10602740196989288,68705.7564764906,62.62718238558263,2.6094659327326095,Urban,216.87874438123805,592.0,0.4823538006159522,0.39380085985568136,10.571942538032133,2.4372933751977912e-05
0.07062304401163726,13123.50570577425,200.0,23.0,0.20470447539605,1412.460880232745,196.09108844607,8.17046201858625,Rural,30.878836954762942,491.0,0.9357823014819023,1.2378991818632916,0.24303246922442695,1.8518867951380884e-05
