Ref,Lenght (mm),Diameter (mm),Land ,Cost,Downstream Properties,Expected Burst/year,Expected Leakage l/h,Expected Int to Supply Prop min,Expected Leakage l/d,Avg supply int min,burst_points,leakage_points,supply_points,total_points
376.0,8.010208980549413,300.0,Rural,4806.125388329648,9.0,0.372066438471605,11.420475539369816,1004.5793838733334,274.0914129448756,0.05022896919366667,1.1491331535435794,1.1452077354547971,0.0668280176306301,4.651324170847785e-05
939.0,134.83397194373669,200.0,Rural,57304.43807608809,101.0,0.3243291459106041,10.098001298075458,9827.173121091304,242.35203115381097,0.4913586560545652,1.4202271634236883,1.4592307146236123,1.4128961971609024,2.4655964609318342e-05
843.0,102.4599409383505,250.0,Rural,51229.97046917525,134.0,0.20256762958315935,7.518130168591288,8143.218709243006,180.4351240461909,0.40716093546215026,0.8870373001988798,1.0864215734095488,1.1707866143362775,2.285354849151694e-05
304.0,23.56965282235011,600.0,Urban,47139.305644700224,37.0,0.06747186554180566,2.581688476913854,7489.377075140428,61.960523445932495,0.3744688537570214,0.2954571842141989,0.3730717604305063,1.0767809072030328,2.2842527959978405e-05
592.0,216.87874438123805,600.0,Urban,433757.4887624761,216.0,0.10602740196989288,2.6094659327326095,68705.7564764906,62.62718238558263,3.43528782382453,0.4642906696593646,0.3770857940504617,9.878130857423685,2.2773395534002896e-05
237.0,79.23111066631338,600.0,Rural,79231.11066631338,109.0,0.037994243325071834,0.9692253045061765,12424.11756729849,23.261407308148236,0.6212058783649245,0.16637560054152356,0.14005972983934822,1.7862704002070777,2.2545063235703757e-05
196.0,191.74113165027183,600.0,Urban,383482.26330054365,365.0,0.04156525911888117,1.6315678659964237,45513.95873517488,39.15762878391417,2.275697936758744,0.18201296676448073,0.23577279035492288,6.543743396221519,1.7064005359468323e-05
80.0,93.29332324014518,600.0,Urban,186586.64648029036,62.0,0.11845849657959953,2.879928307260618,22033.280363805512,69.11827937425483,1.1016640181902757,0.5187260432864437,0.41616946936515226,3.1678222875902424,1.6977754557182995e-05
279.0,249.0740524941612,150.0,Rural,87175.91837295642,147.0,0.2135892790733419,5.161374281723818,9419.287207134379,123.87298276137163,0.47096436035671896,0.935300757828453,0.7458541209531443,1.354252633075482,1.553471025428963e-05
491.0,30.878836954762942,200.0,Rural,13123.50570577425,23.0,0.20470447539605,8.17046201858625,1412.460880232745,196.09108844607,0.07062304401163726,0.8963944810313171,1.1806880171880132,0.20307575553301835,1.547420026980035e-05
