Avg supply int min,Cost,Diameter (mm),Downstream Properties,Expected Burst/year,Expected Int to Supply Prop min,Expected Leakage l/d,Expected Leakage l/h,Land ,Lenght (mm),Ref,burst_points,leakage_points,supply_points,total_points
2.371066853774335,117595.48370533712,300.0,111.0,1.424064176441042,47421.3370754867,1287.7953504362267,53.65813960150945,Urban,97.99623642111426,853.0,4.89520630696904,5.926595838506372,4.953053102231929,4.211941603678384e-05
0.3744688537570214,47139.305644700224,600.0,37.0,0.06747186554180566,7489.377075140428,61.960523445932495,2.581688476913854,Urban,23.56965282235011,304.0,0.24387189255569275,0.3031144756869904,0.8230130376643464,1.7459167597155223e-05
0.6212058783649245,79231.11066631338,600.0,109.0,0.037994243325071834,12424.11756729849,23.261407308148236,0.9692253045061765,Rural,79.23111066631338,237.0,0.13732728377231107,0.11379615419329944,1.3652952223893164,1.723180718921561e-05
3.629154128384701,186403.03634104203,300,210,1.1521124217094287,72583.08256769401,839.8179995848752,34.9924166493698,Urban,155.335863617535,957,4.164222145971534,4.108438380750601,7.976207188894924,4.2790114074653256e-05
1.8393880738391741,108430.75904493149,250,119,1.030469509153599,36787.76147678348,878.1321623212818,36.58884009672008,Urban,108.43075904493149,818,3.7245531511577443,4.295873487869509,4.042633588630106,3.728308852799713e-05
2.172108841373222,147494.33744629298,150,230,0.6295967656154265,43442.176827464435,528.5361795088438,22.022340812868492,Urban,210.7061963518471,317,2.2756293092628774,2.58562965616691,4.773892081385527,3.236661260384888e-05
1.0093243665032685,91538.04076141144,250,258,0.26080732984580585,20186.48733006537,220.19553202762296,9.17481383448429,Rural,183.07608152282288,850,0.9426681270949091,1.0772093185657616,2.2183076229979286,2.4233724083955633e-05
0.05022896919366667,4806.125388329648,300,9,0.372066438471605,1004.5793838733334,274.0914129448756,11.420475539369816,Rural,8.010208980549413,376,1.3448056575567193,1.3408710950866947,0.11039395159323946,2.2969428109657892e-05
0.4913586560545652,57304.43807608809,200,101,0.3243291459106041,9827.173121091304,242.35203115381097,10.098001298075458,Rural,134.83397194373669,939,1.1722628682199874,1.185600197825427,1.0799151279068318,1.8845226725248303e-05
0.40716093546215026,51229.97046917525,250,134,0.20256762958315935,8143.218709243006,180.4351240461909,7.518130168591288,Rural,102.4599409383505,843,0.7321651891536474,0.8826990957961091,0.8948641654731425,1.7467590890210968e-05
3.43528782382453,433757.4887624761,600,216,0.10602740196989288,68705.7564764906,62.62718238558263,2.6094659327326095,Urban,216.87874438123805,592,0.38322792727792393,0.30637580989974,7.550125033821071,1.7406327797041195e-05
2.275697936758744,383482.26330054365,600,365,0.04156525911888117,45513.95873517488,39.15762878391417,1.6315678659964237,Urban,191.74113165027183,196,0.15023444697269658,0.19156139196175762,5.001561686498958,1.3042485051203324e-05
