Avg supply int min,Cost,Diameter (mm),Downstream Properties,Expected Burst/year,Expected Int to Supply Prop min,Expected Leakage l/d,Expected Leakage l/h,Land ,Lenght (mm),Ref,burst_points,leakage_points,supply_points,total_points
0.04340693846226804,9473.493715487339,100.0,27.0,0.13397203229095075,868.1387692453609,99.27986119086569,4.136660882952737,Rural,31.578312384957794,719.0,0.5435919238769057,0.5501266195708966,0.08886704651852151,5.807008861699517e-05
0.0028085683383696656,12088.323069340984,100,2,0.11702368076540275,56.171366767393316,111.70217220006198,4.6542571750025825,Rural,40.29441023113662,120,0.47482393659798894,0.6189607605615796,0.005749983344098361,5.120319476995276e-05
0.0005670047727518962,1001.8956435433497,300.0,2.0,0.018900159091729873,11.340095455037924,13.80869470910423,0.5753622795460096,Rural,1.6698260725722496,481.0,0.07355558740627553,0.07291269492949207,0.0011186888042973753,4.7246718394853e-05
0.0676101765073301,20670.48492643242,100,29,0.19428211640037385,1352.2035301466021,161.29005063943907,6.720418776643294,Rural,68.90161642144139,945,0.7883002715044257,0.8937356404851319,0.13841834770321684,4.3237284643586946e-05
0.03402232090486039,20461.02241751148,50,20,0.18901289391589104,680.4464180972078,152.29049817022604,6.345437423759418,Urban,40.922044835022966,69,0.7669203854289874,0.8438675875068851,0.06965391436552186,4.1242689162231916e-05
0.002595950329761661,12255.480828548174,50,3,0.09614630850969116,51.91900659523322,84.6561985896951,3.527341607903962,Urban,24.51096165709635,383,0.3901139358917956,0.46909441448893074,0.005314690390229536,3.82762962181143e-05
0.0006025938570843004,9600.688374581914,50,1,0.0669548730093667,12.051877141686006,60.63258701721146,2.526357792383811,Urban,19.201376749163828,365,0.2716695985700439,0.33597549121760534,0.001233690700758253,3.499493766583547e-05
0.07568848494496883,17466.63548546272,100,46,0.13711682055247976,1513.7696988993764,109.26361373396915,4.552650572248715,Rural,58.222118284875734,201,0.556351911704496,0.6054482927812452,0.1549570725511497,3.4663132077448625e-05
0.019209732521092874,11352.73475719137,100,18,0.08893394685691146,384.1946504218575,70.74437797479452,2.947682415616438,Urban,18.92122459531895,525,0.36084975679793735,0.39200664708927097,0.03932809486308835,3.452971072374918e-05
0.003981402775800126,9638.527936479853,50,5,0.0884756172400028,79.62805551600252,58.83450424048685,2.451437676686952,Urban,19.277055872959707,247,0.35899008299912494,0.3260120083137919,0.008151127866194905,3.382383808630187e-05
0.01819776651671763,19617.673691340136,50,9,0.2246637841570078,363.9553303343526,112.60887465717175,4.692036444048823,Urban,39.235347382680274,596,0.9115739797852035,0.6239849533002003,0.03725629636331279,3.180728577291236e-05
0.03621853715837101,15018.763968078107,300,21,0.11497948304244766,724.3707431674202,84.02768879973135,3.501153699988806,Urban,12.51563664006509,195,0.46652959819015843,0.46561173469896566,0.07415022898432679,3.100200094286109e-05
0.053098984005908026,38507.884943593104,50,26,0.22691873506798302,1061.9796801181606,212.90691193724413,8.871121330718506,Urban,77.01576988718621,675,0.9207234498871644,1.1797534599906443,0.10870957613933274,3.063667250794906e-05
