Ref,Lenght (mm),Diameter (mm),Land ,Cost,Downstream Properties,Expected Burst/year,Expected Leakage l/h,Expected Int to Supply Prop min,Expected Leakage l/d,Avg supply int min,burst_points,leakage_points,supply_points,total_points
939.0,134.83397194373669,200.0,Rural,57304.43807608809,101.0,0.3243291459106041,10.098001298075458,9827.173121091304,242.35203115381097,0.4913586560545652,1.4366344936395732,1.478837493630549,1.4551283984924681,2.5392944200244446e-05
237.0,79.23111066631338,600.0,Rural,79231.11066631338,109.0,0.037994243325071834,0.9692253045061765,12424.11756729849,23.261407308148236,0.6212058783649245,0.17284840832542175,0.14626815147140979,1.9117329281161308,2.4128564045599585e-05
843.0,102.4599409383505,250.0,Rural,51229.97046917525,134.0,0.20256762958315935,7.518130168591288,8143.218709243006,180.4351240461909,0.40716093546215026,0.9103634919296302,1.1175458337681472,1.2235867933720435,2.3884198686162975e-05
196.0,191.74113165027183,600.0,Urban,383482.26330054365,365.0,0.04156525911888117,1.6315678659964237,45513.95873517488,39.15762878391417,2.275697936758744,0.18909414299590474,0.24622388071165852,7.003357230937108,1.8262532328511945e-05
80.0,93.29332324014518,600.0,Urban,186586.64648029036,62.0,0.11845849657959953,2.879928307260618,22033.280363805512,69.11827937425483,1.1016640181902757,0.5389069710172333,0.4346169955682501,3.3903210717170116,1.81702235163712e-05
279.0,249.0740524941612,150.0,Rural,87175.91837295642,147.0,0.2135892790733419,5.161374281723818,9419.287207134379,123.87298276137163,0.47096436035671896,0.971688437307013,0.7789155645543788,1.4493714676894602,1.662582390573452e-05
491.0,30.878836954762942,200.0,Rural,13123.50570577425,23.0,0.20470447539605,8.17046201858625,1412.460880232745,196.09108844607,0.07062304401163726,0.931268519985213,1.2330243242409673,0.21733921622925995,1.656106387286685e-05
738.0,52.504798651376284,150.0,Rural,18376.679527981698,62.0,0.10363910727910373,3.9026824762867127,1927.6873953913296,93.6643794308811,0.09638436976956648,0.47148865632598674,0.588963318366069,0.2966185283519771,1.614102960767878e-05
683.0,203.7080927991144,200.0,Urban,173151.87887924726,266.0,0.22754148961854698,8.357914697563393,18157.810871560047,200.58995274152142,0.9078905435780024,1.0351616683627416,1.2613132646089862,2.793991988375429,1.6136076642425028e-05
403.0,148.76431475338387,600.0,Urban,297528.6295067677,61.0,0.17008056047455597,6.780875308693285,31124.742566843743,162.74100740863884,1.5562371283421872,0.7737528528624028,1.023318409196952,4.789249210003344,1.609676762180093e-05
978.0,63.27397485488359,600.0,Urban,126547.94970976718,150.0,0.028347072766250064,0.9411458149609712,12756.18274481253,22.587499559063307,0.6378091372406265,0.12896023132793816,0.14203060731016798,1.9628287045924602,1.5510553186315002e-05
472.0,134.56421329316117,250.0,Urban,134564.21329316118,80.0,0.5219324448103428,15.603822817925378,12526.378675448228,374.4917476302091,0.6263189337724114,2.374443716828337,2.354810908107904,1.9274681243307952,1.4323779533653714e-05
719.0,31.578312384957794,100.0,Rural,9473.493715487339,27.0,0.13397203229095075,4.136660882952737,868.1387692453609,99.27986119086569,0.04340693846226804,0.6094831878473542,0.624273569623595,0.13358288525125758,1.4100699199586239e-05
897.0,41.331879355914225,600.0,Rural,41331.87935591422,76.0,0.015739395120765436,0.580155353264467,3588.5820875345194,13.923728478347208,0.17942910437672596,0.07160372615800926,0.0875526574612823,0.5521849342479457,1.3359782880739803e-05
201.0,58.222118284875734,100.0,Rural,17466.63548546272,46.0,0.13711682055247976,4.552650572248715,1513.7696988993764,109.26361373396915,0.07568848494496883,0.6237898721751631,0.6870515868726288,0.23292788105832743,1.3335589515919687e-05
811.0,108.25078354360946,200.0,Urban,92013.16601206805,147.0,0.16475954228492018,6.411743396723716,7265.89581476498,153.88184152136918,0.363294790738249,0.749545777151482,0.9676118132570067,1.11802324842035,1.2150687742596695e-05
958.0,156.52616144174866,600.0,Urban,313052.3228834973,67.0,0.11689216780118364,3.3391468089389726,23495.32572803791,80.13952341453535,1.1747662864018955,0.5317812221518826,0.5039187781875002,3.6152899880253564,1.1548516729488667e-05
917.0,70.38427984338021,100.0,Urban,42230.567906028125,63.0,0.20635875107303187,7.594117995312295,3120.144316224242,182.25883188749506,0.1560072158112121,0.9387943684473425,1.1460468438719131,0.4801051340258109,1.136866392832191e-05
573.0,162.5500265436007,200.0,Urban,138167.5225620606,185.0,0.17488689351812153,5.585960414120403,9706.222590255746,134.06304993888966,0.48531112951278726,0.79561845522101,0.8429908919703151,1.4935229993522448,1.0809508426131041e-05
106.0,62.17201024833825,250.0,Rural,31086.005124169125,46.0,0.15773763142462527,4.491033089606947,2176.7793136598284,107.78479415056671,0.10883896568299142,0.7176007768202332,0.6777527424837845,0.33494698264275913,1.0774848080506186e-05
626.0,72.4271204586305,300.0,Rural,43456.2722751783,54.0,0.1807693345921078,4.154852810002506,2928.4632203921465,99.71646744006014,0.1464231610196073,0.8223796297496698,0.6270189576452462,0.45061063990060113,1.0369288857709604e-05
289.0,27.45527489611188,600.0,Rural,27455.27489611188,26.0,0.023345099179433525,0.5785287506171513,1820.917735995815,13.88469001481163,0.09104588679979075,0.1062045952814502,0.08730718289381567,0.2801895890341941,1.0205309912007967e-05
945.0,68.90161642144139,100.0,Rural,20670.48492643242,29.0,0.19428211640037385,6.720418776643294,1352.2035301466021,161.29005063943907,0.0676101765073301,0.8838537538064116,1.0141947666896718,0.20806725307399263,1.0065910587705964e-05
502.0,69.27507332922859,600.0,Urban,138550.14665845718,110.0,0.027106146419895373,0.9240224290151426,8945.028318565473,22.176538296363425,0.44725141592827367,0.1233148459999206,0.13944647542918703,1.3763959562442576,9.934280038239437e-06
220.0,82.23911768019512,300.0,Urban,98686.94121623415,133.0,0.15057246707963237,4.411979279762329,6007.841436477332,105.8875027142959,0.30039207182386657,0.6850040688972509,0.6658225394866228,0.9244429826746741,9.367429685039238e-06
644.0,173.09261078527803,50.0,Urban,86546.30539263901,55.0,0.49923752592111365,11.88586524856122,4942.451506619025,285.2607659654693,0.24712257533095125,2.2711970072277476,1.793724875384988,0.76050852220608,8.787301996958073e-06
359.0,93.41757810406841,100.0,Urban,56050.54686244105,60.0,0.21557684737382857,7.715556332556147,3104.3066021831314,185.17335198134754,0.15521533010915656,0.9807305444030235,1.1643733991360372,0.4776681416781071,8.522096008276203e-06
175.0,84.9957209405435,250.0,Rural,42497.86047027176,95.0,0.08074566450739949,1.8345341132573723,2301.2514384608858,44.028818718176936,0.11506257192304428,0.3673387957715332,0.27685401145620603,0.35409984869749517,8.33218060342582e-06
604.0,53.2973221427937,600.0,Urban,106594.6442855874,26.0,0.07073627339556046,2.539172550362878,5517.429324853716,60.94014120870908,0.2758714662426858,0.32180275739894304,0.38319271430676577,0.8489819306474847,7.964583364741103e-06
357.0,81.5430813506465,600.0,Rural,81543.0813506465,26.0,0.053294133453475105,1.242894217335082,4156.942409371058,29.82946121604197,0.2078471204685529,0.2424526805732449,0.18756819368921931,0.6396400904313924,7.844198181337441e-06
804.0,46.03612063610095,600.0,Urban,92072.24127220189,97.0,0.015270742847761082,0.39829945837923514,4443.786168698475,9.559187001101643,0.22218930843492377,0.06947167160559134,0.06010834141281252,0.6837775236905723,7.426532842499794e-06
195.0,12.51563664006509,300.0,Urban,15018.763968078107,21.0,0.11497948304244766,3.501153699988806,724.3707431674202,84.02768879973135,0.03621853715837101,0.5230797851118759,0.5283676327204125,0.11146090612681017,7.421443360033934e-06
206.0,96.09398980081932,200.0,Urban,81679.89133069642,92.0,0.12735370893613085,3.9647397830945836,3514.9623666372113,95.15375479427001,0.17574811833186058,0.579374240871466,0.5983285376911116,0.5408568665734618,6.621664864656845e-06
750.0,356.1665345855592,300.0,Urban,427399.841502671,342.0,0.17770168017574373,4.568649528217182,18232.192386031307,109.64758867721235,0.9116096193015654,0.8084238528540925,0.6894660282869214,2.805437275309298,6.5639642388397225e-06
458.0,101.0254377395031,300.0,Rural,60615.26264370186,153.0,0.05630070011005815,1.135224755692481,2584.202135051669,27.245394136619545,0.12921010675258343,0.25613054899842647,0.1713195329793041,0.39763824575273293,6.560035021048431e-06
663.0,109.78632600565132,100.0,Urban,65871.7956033908,90.0,0.1291292046083765,4.345094799042179,2789.1908195409324,104.28227517701228,0.13945954097704663,0.5874515592775895,0.6557288395887998,0.42918041491739145,6.515389644172673e-06
514.0,34.722020019688244,250.0,Urban,34722.02001968824,54.0,0.08955224306388948,3.4197171914836866,1450.7463376350095,82.07321259560848,0.07253731688175047,0.40740284108646135,0.5160778508647906,0.22323030420290754,6.4290702003031636e-06
470.0,33.634247663186244,100.0,Urban,20180.548597911747,33.0,0.10539529941769955,3.1991742033699038,834.7307713881805,76.7801808808777,0.041736538569409024,0.479478156558239,0.48279517134599725,0.12844230530905634,6.36465875473511e-06
764.0,52.41648276704752,100.0,Urban,31449.889660228513,46.0,0.11184665726180218,3.0829954659486587,1234.787096170296,73.9918911827678,0.06173935480851481,0.5088275220752781,0.46526235510205277,0.19000006545132378,6.04135872983992e-06
776.0,156.99188918126833,50.0,Urban,78495.94459063417,31.0,0.5460066518062036,10.962148682426523,3046.717117078616,263.09156837823656,0.1523358558539308,2.4839652652726336,1.6543245584680872,0.46880669019946547,5.972368287869507e-06
829.0,90.19779473794252,250.0,Urban,90197.79473794252,36.0,0.3207189910785118,11.769629228667837,3463.765103647928,282.47110148802807,0.1731882551823964,1.4590570116993136,1.7761834145036484,0.5329790037831375,5.909002601800141e-06
288.0,491.04415468189944,100.0,Rural,147313.24640456983,274.0,0.08450459104943331,1.8608220059178668,5557.0219074107345,44.659728142028804,0.2778510953705367,0.3844393987298236,0.280821181367735,0.8550741495413747,5.804462058985955e-06
816.0,44.17722586640357,200.0,Rural,18775.320993221518,60.0,0.037874993566508655,1.0929611145510567,681.7498841971558,26.231066749225363,0.03408749420985779,0.17230590164133064,0.16494142395195385,0.10490271806422204,5.587266289726563e-06
14.0,121.5808706661155,250.0,Urban,121580.8706661155,55.0,0.26713244197220004,5.90082820330415,4407.6852925413,141.6198768792996,0.22038426462706504,1.2152740353828475,0.8905083569680551,0.6782225832040811,5.578365901545574e-06
61.0,24.93359339031883,600.0,Urban,49867.18678063766,30.0,0.019802689593588853,0.41005959758505833,1782.242063422997,9.8414303420414,0.08911210317114986,0.09008899973421841,0.06188309266485358,0.27423845758570353,5.499376950860688e-06
240.0,33.02469133552562,300.0,Rural,19814.81480131537,25.0,0.09264078136216876,3.144024769637288,694.8058602162656,75.45659447129492,0.03474029301081328,0.42145362568406913,0.4744724359724355,0.10691167677933618,5.395542570109666e-06
703.0,299.58708255520025,300.0,Urban,359504.4990662403,431.0,0.09714816755468145,3.080191587796821,12561.258064820311,73.9245981071237,0.6280629032410155,0.44195921971361746,0.4648392150206769,1.9328351113070537,5.3763864327909846e-06
354.0,245.1692467405076,50.0,Rural,61292.3116851269,148.0,0.07959725183895687,1.9303716986848825,2120.470788989811,46.32892076843718,0.10602353944949054,0.3621142858334693,0.2913170949072798,0.3262826360473398,5.323386034508388e-06
807.0,70.55849794115763,600.0,Urban,141116.99588231524,145.0,0.011098965451013567,0.39418245185974826,4828.0499711909015,9.460378844633958,0.24140249855954507,0.05049287324536854,0.05948703393105223,0.7429052452634469,5.264463295994438e-06
525.0,18.92122459531895,100.0,Urban,11352.73475719137,18.0,0.08893394685691146,2.947682415616438,384.1946504218575,70.74437797479452,0.019209732521092874,0.40459000667006245,0.4448419330907478,0.05911708095476727,5.2072987010746155e-06
349.0,146.0216740780849,300.0,Urban,175226.0088937019,102.0,0.19334447812047906,7.663628976330419,5916.341030486659,183.92709543193007,0.29581705152433296,0.8795881264354921,1.1565369153271416,0.9103635651127556,5.195367804473669e-06
475.0,85.33439360312732,600.0,Rural,85334.39360312732,134.0,0.0071121757145964585,0.22189220313745012,2859.0946372677763,5.325412875298802,0.1429547318633888,0.03235564507709255,0.033486292844334783,0.43993670641459864,5.155444221712685e-06
69.0,40.922044835022966,50.0,Urban,20461.02241751148,20.0,0.18901289391589104,6.345437423759418,680.4464180972078,152.29049817022604,0.03402232090486039,0.8598823139289823,0.9576054173737064,0.10470215017274358,5.117151432429627e-06
452.0,98.92102858157908,200.0,Urban,84082.87429434221,114.0,0.07655622237429613,3.0182042896240766,2618.2228052009273,72.43690295097784,0.13091114026004635,0.34827963466960576,0.4554845608692833,0.4028730992550938,4.791381153845765e-06
903.0,23.27529476122739,600.0,Urban,46550.58952245478,18.0,0.026821110508397004,0.5888568981796222,1448.3399674534382,14.132565556310933,0.07241699837267192,0.12201812314649907,0.08886582879901753,0.22286002944589345,4.7874802818209565e-06
524.0,82.2537221668285,150.0,Urban,57577.60551677995,42.0,0.1401614628490283,3.8538765968733535,1766.0344318977568,92.49303832496048,0.08830172159488785,0.6376409593089711,0.5815979042259937,0.27174454502364526,4.719622196592567e-06
549.0,44.7165779067808,200.0,Urban,38009.09122076368,49.0,0.0790604188159309,2.4021263682929206,1162.1881565941842,57.651032839030094,0.05810940782970921,0.3596720544466599,0.3625107411634828,0.1788290681887677,4.704902496881499e-06
180.0,35.11564533266979,200.0,Rural,14924.149266384662,21.0,0.07240385959359806,1.9958192764945524,456.1443154396678,47.899662635869255,0.022807215771983393,0.3293891598339149,0.3011939482869788,0.07018817256641739,4.702993203405577e-06
661.0,43.5043760289437,150.0,Rural,15226.531610130296,44.0,0.0351043965837107,1.0154883377472939,463.3780349049813,24.371720105935054,0.023168901745249066,0.15970153748830568,0.15324981850195263,0.0713012447520021,4.682697713283896e-06
55.0,22.185927156488443,150.0,Urban,15530.14900954191,23.0,0.06815087407337797,2.109329326729087,470.24103110630796,50.62390384149809,0.023512051555315397,0.31004091879877865,0.31832402644738295,0.07235727273568328,4.659148646366889e-06
540.0,85.94111811360612,100.0,Urban,51564.670868163674,74.0,0.08720853770832829,2.097884056024844,1548.8236296999105,50.349217344596255,0.07744118148499553,0.396740548464221,0.3165967927678491,0.23832172520124442,4.621802509135875e-06
258.0,104.4776482481685,150.0,Urban,73134.35377371796,112.0,0.06479128701602303,1.79428859977925,2176.9872437383738,43.062926394702,0.1088493621869187,0.29475704354098947,0.270780462990133,0.33497897741226673,4.580323201442535e-06
509.0,65.71485426988265,250.0,Rural,32857.427134941325,29.0,0.1106350524855391,2.9825678377688107,962.5249566241902,71.58162810645146,0.04812624783120951,0.5033155302899766,0.45010657711913205,0.1481063458828912,4.507545440932945e-06
855.0,56.39143413562751,50.0,Urban,28195.717067813755,18.0,0.2538490704746745,5.1943048629345725,822.4709883379453,124.66331671042974,0.04112354941689726,1.1548435748812833,0.7838851987748043,0.1265558589822456,4.488478114525871e-06
986.0,20.59737676928945,200.0,Rural,8753.885126948016,27.0,0.030705467692695446,1.0518019741907791,248.71428831083313,25.2432473805787,0.012435714415541657,0.139689351677858,0.15872999782774896,0.03827034733704442,4.371812833050863e-06
392.0,89.63336528594317,100.0,Rural,26890.00958578295,82.0,0.03777748630467309,1.10929740881244,743.4609304759665,26.623137811498562,0.037173046523798325,0.17186230878269024,0.16740677390969458,0.11439836542594879,4.254307350133207e-06
675.0,77.01576988718621,50.0,Urban,38507.884943593104,26.0,0.22691873506798302,8.871121330718506,1061.9796801181606,212.90691193724413,0.053098984005908026,1.0323285514633886,1.3387625276497512,0.16340971602006307,4.243539115675347e-06
409.0,79.94682159468289,600.0,Urban,159893.64318936577,171.0,0.008271864776946436,0.1713496667985959,4243.466630573522,4.112392003166302,0.2121733315286761,0.03763145506926892,0.025858795577610616,0.6529538088388657,4.083675847360344e-06
153.0,48.88317945658591,600.0,Urban,97766.35891317182,90.0,0.009496311497506111,0.3288699339951388,2564.00410432665,7.892878415883331,0.12820020521633252,0.04320186911639805,0.04963056277663142,0.3945303195591051,4.035440451551388e-06
705.0,7.126663674505444,150.0,Urban,4988.664572153811,7.0,0.05898428328532745,1.8190301362010681,123.86699489918763,43.65672326882564,0.006193349744959381,0.26833905849512935,0.2745142685151814,0.019059753062773046,3.820612267491893e-06
674.0,33.90918932911426,100.0,Urban,20345.513597468558,31.0,0.06676371669587002,1.8220376050197755,496.7220522172729,43.72890252047461,0.024836102610863647,0.3037302800331187,0.27496813295998596,0.07643197983288745,3.7566994544879574e-06
244.0,80.27717780937404,50.0,Rural,20069.29445234351,28.0,0.09702960992648509,3.375300323219244,489.0292340294848,81.00720775726185,0.02445146170147424,0.4414198617600126,0.5093747930876319,0.07524826487205076,3.7494225345457495e-06
689.0,18.0734686612914,600.0,Rural,18073.4686612914,7.0,0.02056944388405737,0.5437766185548617,431.9583215652047,13.05063884531668,0.021597916078260233,0.09357721918763007,0.08206265399758417,0.06646660758294308,3.6775789323328403e-06
612.0,184.40879143734927,300.0,Urban,221290.5497248191,191.0,0.0918228306588462,2.606155905262963,5261.448196751887,62.547741726311116,0.26307240983759433,0.4177324967765046,0.3933013355479133,0.8095934148098171,3.6585087606161616e-06
